122.0,69.00
123.3,69.57
124.0,73.17
124.9,78.34
126.4,83.63
127.8,90.18
129.9,97.02
132.0,104.2
133.9,111.1
136.1,117.9
138.1,123.9
140.1,129.9
143.4,136.7
146.0,143.2
149.0,149.1
152.0,155.1
155.0,161.2
158.9,167.9
162.1,174.0
166.1,180.2
169.2,186.1
172.9,192.0
176.0,198.0
178.8,203.8
182.0,209.1
185.0,214.6
187.9,220.1
191.1,225.8
194.3,231.1
197.8,236.6
200.3,241.6
203.4,247.0
206.2,252.2
209.9,257.8
212.3,262.9
215.8,268.2
218.9,273.8
221.8,279.4
225.2,284.9
228.2,290.4
231.1,296.0
233.9,302.4
236.4,307.8
239.1,314.1
241.2,320.0
244.0,326.8
246.4,332.7
249.0,339.0
252.0,345.7
255.1,352.6
258.4,359.9
260.1,367.1
259.1,372.3
261.9,380.7
263.1,386.9
265.9,393.7
268.5,399.5
270.0,405.5
272.5,411.6
274.8,417.8
277.9,423.9
280.0,429.0
283.4,434.9
285.9,440.7
288.0,446.4
291.0,452.7
293.1,459.0
295.0,465.1
297.2,471.0
299.1,477.7
301.0,484.1
303.1,490.8
305.1,497.3
307.2,503.1
310.0,509.9
312.9,516.0
315.3,521.8
318.1,527.2
321.2,532.9
324.2,539.0
327.6,545.2
330.1,551.0
332.9,557.8
335.0,564.0
337.9,570.9
340.1,577.0
342.1,583.6
344.0,590.4
346.1,596.1
348.3,602.9
350.2,609.8
352.1,616.3
355.0,623.7
357.1,630.0
359.8,637.2
362.0,643.4
365.0,649.9
367.2,656.0
369.8,662.9
372.0,669.0
374.7,675.1
377.8,681.2
381.0,687.1
384.1,693.1
385.9,699.2
388.2,705.7
391.0,712.8
393.1,719.1
395.9,725.7
398.1,732.3
400.2,738.8
402.9,745.4
406.0,751.5
408.8,757.3
412.0,763.7
414.1,769.8
416.9,776.6
418.8,783.5
421.0,789.8
423.2,796.0
425.8,803.0
428.0,809.2
431.0,815.5
433.5,821.9
436.0,828.6
439.0,835.0
441.9,840.8
444.2,847.0
447.0,853.9
449.1,860.2
451.1,866.9
453.1,873.6
455.2,880.4
457.0,887.0
459.0,894.1
460.1,900.8
461.8,907.3
463.0,913.9
464.9,920.8
467.0,927.2
469.2,933.5
471.1,940.1
473.3,946.9
475.1,953.7
478.3,960.8
480.5,967.4
483.0,974.2
485.2,981.0
487.6,988.0
489.9,995.0
492.0,1.001E3
495.2,1.008E3
497.9,1.014E3
500.9,1.021E3
503.8,1.028E3
506.9,1.035E3
509.8,1.043E3
507.9,1.047E3
508.1,1.052E3
509.9,1.060E3
509.8,1.065E3
512.1,1.072E3
513.0,1.078E3
514.9,1.085E3
516.9,1.092E3
518.8,1.098E3
520.9,1.105E3
523.0,1.112E3
525.9,1.119E3
528.1,1.125E3
530.6,1.132E3
533.9,1.139E3
536.0,1.146E3
538.8,1.153E3
541.6,1.159E3
544.5,1.166E3
546.9,1.173E3
548.9,1.180E3
551.9,1.188E3
554.0,1.195E3
556.8,1.202E3
559.1,1.209E3
561.1,1.216E3
563.6,1.223E3
566.1,1.230E3
569.0,1.237E3
571.9,1.244E3
575.1,1.251E3
578.0,1.258E3
580.2,1.265E3
583.0,1.272E3
586.0,1.279E3
588.5,1.286E3
591.0,1.294E3
593.0,1.301E3
595.1,1.309E3
596.8,1.316E3
598.9,1.324E3
600.0,1.331E3
601.2,1.339E3
602.9,1.347E3
604.8,1.355E3
606.0,1.361E3
608.1,1.370E3
609.0,1.377E3
610.7,1.385E3
611.8,1.393E3
612.9,1.401E3
613.9,1.408E3
616.0,1.416E3
617.9,1.423E3
620.1,1.431E3
622.1,1.439E3
623.0,1.446E3
624.1,1.454E3
625.1,1.461E3
626.1,1.469E3
627.2,1.477E3
628.2,1.485E3
629.1,1.492E3
630.1,1.500E3
631.0,1.508E3
631.0,1.515E3
631.6,1.522E3
632.0,1.530E3
632.2,1.537E3
632.8,1.544E3
633.0,1.552E3
632.8,1.559E3
633.0,1.567E3
633.0,1.574E3
633.2,1.581E3
634.1,1.588E3
635.0,1.595E3
635.1,1.602E3
636.1,1.610E3
637.9,1.618E3
638.0,1.625E3
638.0,1.632E3
637.9,1.639E3
637.8,1.647E3
636.9,1.654E3
636.1,1.662E3
637.2,1.670E3
638.7,1.678E3
639.4,1.686E3
639.1,1.694E3
638.7,1.701E3
639.0,1.709E3
639.1,1.717E3
639.9,1.724E3
640.2,1.732E3
639.4,1.739E3
640.2,1.747E3
642.7,1.755E3
645.1,1.762E3
648.2,1.770E3
651.9,1.778E3
655.7,1.786E3
659.1,1.793E3
663.9,1.802E3
668.0,1.809E3
672.9,1.817E3
677.4,1.824E3
681.9,1.831E3
686.6,1.838E3
692.0,1.846E3
