104.0,39.00
102.8,37.46
102.9,37.56
103.1,37.63
104.1,39.83
105.2,45.34
104.5,47.87
106.4,54.68
107.0,59.81
108.9,66.18
110.6,72.96
112.4,80.10
114.0,86.66
115.9,93.11
117.9,99.61
119.7,105.9
121.8,111.9
124.0,118.1
126.0,123.8
128.5,130.0
131.4,136.5
133.9,142.8
137.1,149.2
140.4,155.2
143.8,161.8
146.1,167.6
148.8,173.9
151.0,179.8
153.2,185.7
155.9,191.8
158.0,197.7
160.3,203.8
162.1,209.5
164.8,215.3
167.0,220.7
170.0,226.1
172.8,231.6
175.9,236.9
178.3,242.1
181.2,248.1
184.0,253.9
187.0,259.1
190.0,264.9
192.9,270.8
194.8,276.3
197.6,282.0
200.0,287.0
202.9,292.7
205.9,297.9
208.8,303.7
211.0,309.2
213.6,315.1
216.9,321.0
219.8,326.9
222.0,332.4
224.2,338.1
226.7,344.1
229.0,350.2
231.0,356.1
233.1,362.0
235.0,368.1
237.2,374.5
238.9,379.4
241.1,384.8
243.8,390.8
245.9,396.2
248.7,402.0
251.0,407.5
253.3,413.3
256.1,418.9
259.3,424.7
261.5,430.0
264.7,437.0
266.9,442.9
268.9,449.1
271.1,455.8
273.1,462.4
275.1,468.4
277.0,475.0
279.1,480.6
281.7,487.0
284.2,493.0
287.0,499.3
290.0,505.8
292.5,511.6
294.9,518.1
297.4,523.9
299.8,529.9
302.1,535.9
304.1,541.9
307.0,548.1
309.1,554.2
311.0,560.2
313.1,566.8
315.8,572.9
318.1,578.4
320.9,584.0
323.8,590.0
326.4,596.0
328.8,602.0
331.0,608.1
333.3,614.5
336.2,621.3
339.0,627.7
341.9,633.8
344.9,640.1
347.6,646.4
350.7,652.7
353.9,658.7
356.8,664.3
359.2,670.5
361.9,676.7
364.4,683.1
366.9,689.9
367.9,695.9
370.3,702.9
372.0,709.0
374.1,716.0
376.1,722.2
378.0,728.5
380.0,735.1
381.9,741.9
383.5,748.4
384.9,754.9
386.7,761.6
388.1,768.0
390.2,775.1
392.4,781.4
395.0,787.9
397.1,794.4
399.8,800.8
402.1,806.9
404.7,812.7
407.0,819.4
409.2,825.2
412.0,831.9
414.1,838.0
416.9,844.5
419.1,850.6
421.2,857.0
423.1,863.8
425.2,870.2
426.8,876.8
428.8,883.8
430.3,889.9
432.0,896.7
433.9,903.0
435.7,909.4
437.1,915.6
438.9,922.0
441.0,928.2
442.2,934.9
444.0,940.8
445.5,946.9
447.4,953.6
449.0,959.9
451.0,966.0
453.4,973.2
455.3,979.7
458.0,986.1
460.8,992.1
463.5,998.9
466.0,1.006E3
468.7,1.012E3
471.0,1.018E3
473.3,1.024E3
476.0,1.031E3
478.7,1.038E3
481.1,1.044E3
484.4,1.051E3
487.1,1.058E3
489.9,1.066E3
487.9,1.069E3
486.0,1.070E3
489.1,1.079E3
490.6,1.085E3
492.4,1.091E3
494.0,1.099E3
495.3,1.105E3
496.7,1.113E3
497.6,1.119E3
499.0,1.127E3
500.0,1.134E3
501.7,1.141E3
502.9,1.149E3
504.9,1.155E3
506.7,1.162E3
508.2,1.169E3
510.0,1.176E3
511.9,1.183E3
514.1,1.190E3
516.1,1.198E3
518.0,1.205E3
519.8,1.212E3
522.0,1.219E3
523.0,1.226E3
524.0,1.233E3
525.3,1.240E3
527.0,1.247E3
527.8,1.254E3
529.0,1.261E3
529.9,1.268E3
531.8,1.276E3
533.0,1.283E3
534.1,1.291E3
535.0,1.298E3
535.9,1.305E3
536.3,1.313E3
537.6,1.320E3
539.0,1.328E3
539.9,1.335E3
541.1,1.342E3
542.1,1.350E3
543.4,1.357E3
544.3,1.364E3
546.0,1.371E3
546.7,1.379E3
547.0,1.386E3
547.1,1.393E3
547.2,1.400E3
547.2,1.407E3
547.9,1.415E3
549.0,1.423E3
549.7,1.430E3
550.1,1.437E3
551.2,1.444E3
551.8,1.451E3
551.9,1.458E3
552.7,1.465E3
553.2,1.473E3
553.6,1.480E3
553.8,1.487E3
554.1,1.495E3
554.7,1.502E3
555.1,1.509E3
555.9,1.516E3
556.0,1.524E3
555.9,1.531E3
556.1,1.538E3
556.5,1.545E3
556.9,1.552E3
557.0,1.559E3
557.4,1.566E3
557.9,1.573E3
559.0,1.580E3
560.0,1.587E3
560.9,1.594E3
561.1,1.601E3
561.7,1.609E3
562.3,1.616E3
563.4,1.623E3
564.3,1.631E3
564.1,1.638E3
564.0,1.645E3
563.9,1.652E3
563.1,1.660E3
563.2,1.667E3
562.8,1.674E3
562.7,1.681E3
562.9,1.688E3
563.1,1.695E3
563.0,1.702E3
563.0,1.709E3
563.0,1.716E3
563.0,1.723E3
563.3,1.730E3
563.9,1.737E3
564.2,1.745E3
564.9,1.752E3
565.1,1.760E3
565.0,1.767E3
565.1,1.774E3
565.1,1.781E3
565.3,1.788E3
565.5,1.795E3
