0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0,30,0,33
0,30,0,33
0,30,0,33
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0,30,0,33
0,30,0,33
0,30,0,33
0,30,0,33
0,30,0,33
0,30,0,33
0,30,0,33
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0,30,0,33
0,30,0,33
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0,30,0,33
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0,30,0,33
0,30,0,33
0,30,0,33
0,29.5546,0,33.4454
0,28.0371,0,34.9629
0.0555556,29.2325,-0.0555556,33.7675
0.0555556,27.7535,-0.0555556,35.2465
0.0555556,26.4605,-0.0555556,36.5395
0.0555556,25.9209,-0.0555556,37.0791
0.0555556,25.2134,-0.0555556,37.7866
0.0555556,24.2299,-0.0555556,38.7701
0.0555556,23.5726,-0.0555556,39.4274
0.0555556,23.0899,-0.0555556,39.9101
0.111111,26.0211,-0.111111,36.9789
0.111111,27.9243,-0.111111,35.0757
0.166667,33.5085,-0.166667,29.4915
0.222222,34.6676,-0.222222,28.3324
0.277778,38.3097,-0.277778,24.6903
0.222222,38.0445,-0.222222,24.9555
0.222222,38.0445,-0.222222,24.9555
0.222222,38.0445,-0.222222,24.9555
0.222222,38.0445,-0.222222,24.9555
0.166667,36.8226,-0.166667,26.1774
0.166667,36.8226,-0.166667,26.1774
0.166667,36.8226,-0.166667,26.1774
0.111111,35.0467,-0.111111,27.9533
0.111111,35.7104,-0.111111,27.2896
0.111111,37.5602,-0.111111,25.4398
0.0555556,36.8422,-0.0555556,26.1578
0.0555556,37.5335,-0.0555556,25.4665
0.0555556,38.4711,-0.0555556,24.5289
0.0555556,40.0648,-0.0555556,22.9352
-0.111111,33.7873,0.111111,29.2127
-0.111111,34.4285,0.111111,28.5715
-0.111111,35.0735,0.111111,27.9265
-0.166667,34.253,0.166667,28.747
-0.166667,34.5054,0.166667,28.4946
-0.166667,34.9245,0.166667,28.0755
-0.166667,33.974,0.166667,29.026
-0.222222,31.0195,0.222222,31.9805
-0.222222,27.689,0.222222,35.311
-0.222222,27.7827,0.222222,35.2173
-0.222222,26.0495,0.222222,36.9505
-0.222222,22.8985,0.222222,40.1015
-0.277778,21.3536,0.277778,41.6464
-0.222222,22.1376,0.222222,40.8624
-0.166667,23.2342,0.166667,39.7658
-0.166667,23.4044,0.166667,39.5956
-0.166667,23.3671,0.166667,39.6329
-0.0555556,27.4792,0.0555556,35.5208
-0.111111,25.5405,0.111111,37.4595
-0.0555556,28.5062,0.0555556,34.4938
0,30.3145,0,32.6855
0.0555556,32.8649,-0.0555556,30.1351
0.0555556,32.8642,-0.0555556,30.1358
0,30.0407,0,32.9593
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0,30,0,33
0.0555556,32.7085,-0.0555556,30.2915
0,30,0,33
0.0555556,32.7085,-0.0555556,30.2915
-0.0555556,27.2915,0.0555556,35.7085
0,30,0,33
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
-0.0555556,27.2915,0.0555556,35.7085
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
-0.0555556,27.2915,0.0555556,35.7085
0,30,0,33
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
0.0555556,32.7085,-0.0555556,30.2915
-0.944444,20.0016,0.944444,42.9984
-0.333333,12.9592,0.333333,50.0408
-0.333333,12.163,0.333333,50.837
-0.333333,11.8485,0.333333,51.1515
-0.333333,11.77,0.333333,51.23
